Filename,gIoU,cIoU
10126247704_3bf0c7e05c_o.jpg,0.6894686466218951,0.6989324927697601
10329440286_a4bd282f5e_o.jpg,0.11070618202682848,0.283606155764905
10482337565_990f5dd7f0_o.jpg,0.004292568712140697,0.9712874343933313
1049118207_0f5462c4a4_o.jpg,0.1713794378283909,0.684344733486926
10633362775_6af721b6b9_o.jpg,0.8911696623093682,0.9001014285959875
10675532566_e9e8332f93_o.jpg,0.8917195203227273,0.9415350344740809
10787122893_c0340d4f30_o.jpg,0.013159839214990837,0.04349896809017304
10918668296_86f872e9dd_o.jpg,0.002609684439348145,0.00782880378268675
11134109635_ab0674b42b_o.jpg,0.9538345872194239,0.9983637015330586
11311045905_0cd960cfc9_o.jpg,0.9601168055047767,0.9683039393788704
11372766584_1d913c2cd1_o.jpg,0.0003230576344684247,0.0006896508155778958
11374586955_0eb9137e85_o.jpg,0.0,0.0
11432708643_88c3e6f018_o.jpg,0.6309531903517742,0.647871711919819
11596550916_e23c5f97d7_o.jpg,0.014496889446949376,0.1972049689440994
11621121133_cc9b016c32_o.jpg,0.10628674807779286,0.25237157687488815
11760953016_bd479599f3_o.jpg,0.14715759424402952,0.39720318993597664
1202869194_1a6c01b973_o.jpg,0.00022049744222967015,0.00023069327944338325
12044731136_476565527a_o.jpg,0.03437752283992285,0.979230900993491
1209055588_36bdace893_o.jpg,0.029162831645924207,0.11870342468542575
12509369645_0ed1e0d1c1_o.jpg,0.8463473419142752,0.8532978859461269
12695238515_e4179a7b4d_o.jpg,0.41208402953105105,0.9899343544857768
12965644695_64bc52ee39_o.jpg,0.03070641534761452,0.18142762723066755
13014315783_3b05674a7f_o.jpg,0.01407499880434556,0.058940811408661
1302064157_467151e024_o.jpg,0.22227911322495378,0.5963109534925796
13040178413_f613444aa3_o.jpg,0.8497217318050241,0.9079065803585108
1358245456_8d6327883a_o.jpg,0.0,0.0
1393778776_cafef20eea_o.jpg,0.3264397457464919,0.4058308599767066
13938629408_f1cc4fbeac_o.jpg,0.38043512420254916,0.3840364192977864
13944080722_cdd709bbaa_o.jpg,0.041027681730325505,0.09174078685165868
